542905	1
542904	1
542903	1
542902	1
542909	1
542908	1
542907	1
542906	1
542901	1
542900	1
542929	1
542928	1
542927	1
542926	1
542925	1
542924	1
542923	1
542922	1
542921	0
542920	1
542918	1
542917	1
542919	1
542914	1
542913	1
542916	1
542915	1
542910	1
542912	1
542911	1
542933	1
542934	1
542931	1
542932	1
542930	1
542939	1
542937	1
542938	1
542935	0
542936	1
542942	1
542943	1
542944	1
542945	1
542940	0
542941	1
542946	1
542947	1
542948	1
542949	1
542951	1
542952	1
542950	1
542955	1
542956	1
542953	1
542954	1
542959	1
542957	1
542958	1
542970	1
542960	1
542961	1
542962	1
542963	1
542964	1
542965	1
542966	0
542967	1
542968	1
542969	1
542980	1
542981	1
542979	1
542978	1
542977	1
542976	1
542975	1
542974	1
542973	1
542972	1
542971	1
542990	1
542991	1
542992	1
542987	1
542986	1
542989	1
542988	1
542983	0
542982	1
542985	0
542984	1
542996	1
542995	1
542994	1
542993	1
542999	1
542998	1
542997	1
542802	1
542801	1
542800	1
542809	1
542808	1
542807	1
542806	1
542805	1
542804	1
542803	1
542838	1
542839	1
542836	1
542837	1
542830	1
542831	1
542834	1
542835	1
542832	1
542833	1
542847	1
542848	1
542849	1
542840	1
542841	1
542842	1
542843	1
542844	1
542845	1
542846	1
542818	1
542819	1
542816	1
542817	0
542814	1
542815	1
542812	1
542813	0
542810	1
542811	1
542829	1
542825	1
542826	1
542827	1
542828	1
542821	1
542822	1
542823	1
542824	1
542820	1
542881	1
542882	1
542880	1
542875	1
542874	1
542873	1
542872	1
542879	1
542878	1
542877	1
542876	1
542890	1
542891	1
542892	1
542893	1
542884	1
542883	1
542886	0
542885	1
542888	1
542887	0
542889	1
542860	1
542857	1
542856	1
542855	1
542854	1
542853	1
542852	1
542851	1
542850	1
542859	1
542858	1
542870	1
542871	1
542866	1
542865	1
542868	1
542867	1
542862	1
542861	1
542864	1
542863	1
542869	1
542898	1
542899	1
542894	1
542895	1
542896	1
542897	1
542793	1
542794	1
542791	0
542792	1
542790	1
542789	1
542788	1
542787	1
542786	1
542785	1
542784	1
542780	1
542781	1
542782	1
542783	1
542778	1
542777	1
542779	1
542774	1
542773	1
542776	1
542775	1
542796	1
542795	1
542798	1
542797	1
542799	1
542748	1
542749	1
542744	1
542745	1
542746	1
542747	1
542740	1
542741	1
542742	1
542743	1
542750	0
542739	1
542737	1
542738	1
542735	1
542736	1
542733	1
542734	1
542731	1
542732	1
542730	1
542762	1
542763	1
542764	1
542765	1
542766	1
542767	1
542768	1
542769	1
542770	1
542772	1
542771	1
542759	1
542753	1
542754	1
542751	1
542752	1
542757	1
542758	1
542755	1
542756	1
542761	1
542760	1
542701	1
542700	1
542703	1
542702	1
542709	1
542708	1
542705	1
542704	1
542707	0
542706	1
542721	1
542720	1
542723	1
542722	1
542725	1
542724	1
542727	1
542726	1
542729	1
542728	0
542710	1
542714	1
542713	1
542712	1
542711	1
542718	1
542717	1
542716	1
542715	1
542719	1
542696	1
542697	1
542698	1
542699	1
542690	1
542691	1
542694	1
542695	1
542692	0
542693	1
542688	1
542687	1
542686	1
542685	1
542689	1
542680	1
542681	1
542682	1
542683	0
542684	1
542675	1
542674	1
542677	1
542676	1
542679	1
542678	1
542672	1
542673	1
542670	1
542671	1
542669	1
542668	1
542667	1
542666	1
542665	1
542664	1
542663	1
542660	0
542661	1
542662	1
542657	1
542656	1
542659	1
542658	1
542653	1
542652	1
542655	1
542654	1
542641	0
542642	1
542643	1
542644	1
542645	1
542646	1
542647	1
542648	1
542649	1
542651	1
542650	1
542632	0
542633	1
542630	1
542631	1
542636	1
542637	1
542634	1
542635	1
542638	1
542639	1
542640	1
542623	1
542624	1
542625	1
542626	1
542620	1
542621	1
542622	1
542627	1
542628	1
542629	1
542614	1
542615	1
542612	1
542613	1
542610	1
542611	1
542618	1
542619	1
542616	1
542617	1
542606	1
542605	1
542608	1
542607	0
542609	1
542600	1
542602	1
542601	1
542604	1
542603	1
542499	1
542498	1
542549	1
542548	1
542547	1
542546	1
542545	0
542544	1
542543	1
542542	1
542551	1
542552	1
542550	1
542536	1
542535	1
542538	1
542537	1
542532	1
542531	1
542534	1
542533	1
542539	1
542540	0
542541	1
542567	1
542566	1
542565	1
542564	1
542569	1
542568	1
542570	1
542573	1
542574	1
542571	1
542572	1
542554	1
542553	1
542556	1
542555	1
542558	1
542557	1
542559	1
